symbol,79,269,coverage,500,en_245,fr_245,es_245,ru_245,en_id,fr_id,es_id,ru_id,en_020,fr_020,es_020,ru_020,en_022,es_022,fr_022,ru_022,en_710,es_710,fr_710,ru_710,dl
E/NL.1994/47,,1994-01-01 00:00:00,1978-01-01 00:00:00||1992-01-01 00:00:00,,Austria : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421666,,,,,,,,,,,,,,,,y
E/INCB/57/Supp.11,E/F/S.82.XI.2/Supp.l 1,1982-01-01 00:00:00,1982-01-01 00:00:00,,,,Previsiones de las necesidades mundiales de estupefacientes para 1982 : suplemento n°. 11,,,,419871,,,,,,,,,,,,Organe international de contrôle des stupéfiants,,y
A/AC.105/530,,1993-01-01 00:00:00,1992-01-01 00:00:00,,"Report on the Second United Nations/European Space Agency Workshop on Basic Space Science for Developing Countries, co-sponsored by the European Space Agency and the Planetary Society, organized in cooperation with the governments of Costa Rica and Colombia and hosted by the University of Costa Rica, the International Centre for Physics and the University of the Andes, San Jose, Costa Rica, and Sa","Rapport de la deuxième réunion de travail  Organisation des Nations Unies/Agence spatiale europeenne sur les sciences spatiales fondamentales au service des pays en developpement : coparrainée par l'Agence spatiale europeenne et la Société planétaire, organisée en cooperation avec les gouvernements costa-ricien et colombien et accueillie par l'Universite du Costa Rica, le Centre international de p","Informe sobre el Segundo Curso Practico de las Naciones Unidas y la Agencia Espacial Europea sobre Ciencia Espacial Basica para Países en Desarrollo, copatrocinado por la Agencia Espacial Europea y la Sociedad Planetaria, organizado en cooperacion con los gobiernos de Costa Rica y Colombia y celebrado en las sedes de la Universidad de Costa Rica, el Centro Internacional de Fisica y la Universidad",,421663,419096,420426,,,,,,,,,,Committee on the Peaceful Uses of Outer Space,,,,y
E/NL.1993/20-21,,1993-01-01 00:00:00,1990-01-01 00:00:00,,Ecuador : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,Ecuador : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421662,,420759,,,,,,,,,,,,,,y
E/INCB/49,E/F/S.80.XI.3,1980-01-01 00:00:00,1971-01-01 00:00:00||1978-01-01 00:00:00,,,,"Estadísticas de sustancias sicotrópicas facilitadas para 1978 por los gobiernos en cumplimiento del Convenio de 1971 sobre sustancias sicotrópicas, de la resolución I de la Conferencia de las Naciones Unidas para la adopción de un Protocolo sobre sustancias sicotrópicas y de la resolución 1576(L) del Consejo Económico y Social",,,,421655,,,,,,,,,,,,Organe international de contrôle des stupéfiants,,y
A/39/17,,1984-01-01 00:00:00,1984-01-01 00:00:00,,"Report of the United Nations Commission on international trade law on the work of its seventeenth session, 25 june-10 july 1984 : General Assembly, official records, thirty-ninth session, supplement no. 17, A/39/17","Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa dix-septième session, 25 juin-10 juillet 1984 : Assemblée générale, documents officiels, trente-neuvième session, supplément n° 17, a/39/17","Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 17° período de sesiones, 25 de junio a 10 de julio de 1984 : Asamblea General, documentos oficiales, trigesimo noveno periodo de sesiones, suplemento no. 17, A/39/17",,418221,421654,418926,,,,,,,,,,United Nations Commission on International Trade Law,,,,y
E/INCB/1993/2/Supp.8,,1994-01-01 00:00:00,1992-01-01 00:00:00||1994-01-01 00:00:00,,"Supplement no. 8 to narcotic drugs : estimated world requirements for 1994, statistics for 1992, estimates updated as of 31 August 1994",,,,421653,,,,,,,,ISSN 1013-8250,,,,International Narcotics Control Board,,,,y
E/NL.1998/45,,1998-01-01 00:00:00,1995-01-01 00:00:00||1977-01-01 00:00:00,,Spain : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,España : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421652,,419001,,,,,,,,,,,,,,y
E/INCB/46,E.80.XI.1,1980-01-01 00:00:00,1980-01-01 00:00:00,,Estimated world requirements of narcotic drugs in 1980,,,,421650,,,,,,,,,,,,International Narcotics Control Board,,,,y
E/INCB/46/Supp.12,E/F/S.80.XI.1/Supp.12,1981-01-01 00:00:00,1980-01-01 00:00:00,,Estimated world requirements of narcotic drugs in 1980 : supplement No. 12,,,,421648,,,,,,,,,,,,International Narcotics Control Board,,,,y
E/NL.1998/58-60,,1998-01-01 00:00:00,1992-01-01 00:00:00||1995-01-01 00:00:00||1996-01-01 00:00:00,,New Zealand : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421645,,,,,,,,,,,,,,,,y
E/CN.7/638||E/1979/35,,1979-01-01 00:00:00,1979-01-01 00:00:00,,,"Commission des stupéfiants, rapport sur la vingt-huitième session, 12-23 février 1979 : Conseil économique et social, documents officiels, 1979, supplément nº 5",,,,421641,,,,,,,,,,,,,,,y
E/NL.1999/19-20,,1999-01-01 00:00:00,1997-01-01 00:00:00,,"Hong Kong, communicated by the Government of the People's Republic of China : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,421636,,,,,,,,,,,,,,,,y
E/5639||E/CN.7/577,,1975-01-01 00:00:00,1975-01-01 00:00:00,,"Commission on Narcotic Drugs, report of the twenty-sixth session, 17-28 February 1975 : Economic and Social Council, official records, fifty-eighth session, supplement no. 5","Commission des stupéfiants, rapport sur la vingt-sixième session, 17-28 février 1975 : Conseil économique et social, documents officiels, cinquante-huitième session, supplément n° 5","Comisión de Estupefacientes, informe sobre el 26° periodo de sesiones, 17 a 28 de febrero de 1975 : Consejo Económico y Social, documentos oficiales, 58° periodo de sesiones, suplemento no. 5",,421633,420842,417979,,,,,,,,,,United Nations. Commission on Narcotic Drugs,,,,y
E/INCB/1987/1,S.87.XI.3,1987-01-01 00:00:00,1987-01-01 00:00:00,,Report of the International Narcotics Control Board for 1987,Rapport de l'Organe international de contrôle des stupéfiants pour 1987,Informe de la Junta Internacional de Fiscalización de Estupefacientes correspondiente a 1987,,421539,420308,421632,,,,,,,,,,International Narcotics Control Board,,,,y
E/INCB/1987/2/Supp.1,,1988-01-01 00:00:00,1988-01-01 00:00:00,,,,Previsiones de las necesidades mundiales de estupefacientes para 1988 : suplemento n°. 01,,,,421631,,,,,,,,ISSN 0082-8327,,,,Organe international de contrôle des stupéfiants,,y
E/NL.1998/49,,1998-01-01 00:00:00,1997-01-01 00:00:00,,Spain : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,España : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421147,,421630,,,,,,,,,,,,,,y
E/NL.1983/27-30,,1983-01-01 00:00:00,1982-01-01 00:00:00,,,Argentine : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,421629,,,,,,,,,,,,,,,y
E/1989/89/Add.1,,1990-01-01 00:00:00,1989-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, second regular session of 1989, Geneva, 5-28 July 1989 : Economic and Social Council, official records, 1989 supplement no. 1A",,,,421628,,,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/2929,,1956-01-01 00:00:00,1956-01-01 00:00:00,,,"Documents officiels, vingt-deuxième session, 9 juillet-9 août 1956, résolutions, supplément n° 1","Documentos oficiales, 22.° periodo de sesiones, 9 de julio-9 de agosto de 1956, resoluciones, suplemento n.º 1",,,421109,421624,,,,,,,,,,,,,,y
E/1986/86,,1987-01-01 00:00:00,1986-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, organizational session for 1986, New York, 4-7 February 1986, first regular session of 1986, New York, 29 April-23 May 1986 : Economic and Social Council official records, 1986, supplement no. 1","Résolutions et décisions du Conseil économique et social, session d'organisation pour 1986, New York, 4-7 février 1986, première session ordinaire de 1986, New York, 29 avril-23 mai 1986 : Conseil économique et social, documents officiels, 1986 supplément n° 1","Resoluciones y decisiones del Consejo Económico y Social, período de sesiones de organización para 1986, Nueva York, 4 a 7 de febrero de 1986,  primer período ordinario de sesiones de 1986 Nueva York, 29 de abril a 23 de Mayo de 1986 : Consejo Económico y Social, documentos oficiales, 1986, suplemento no. 1",,417991,421623,419094,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/1987/87/Add.2,,1989-01-01 00:00:00,1987-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, resumed second regular session of 1987, New York, 1 and 20 October, 25 November and 4 December 1987 : Economic and Social Council, official records, 1987, supplement no. 1B","Résolutions et décisions du Conseil économique et social, reprise de la seconde session ordinaire de 1987, New York, 1er et 20 octobre, 25 novembre et 4 décembre 1987 : Conseil économique et social, documents officiels, 1987, supplément n° 1B","Resoluciones y decisiones del Consejo Económico y Social, continuación del segundo período ordinario de sesiones de 1987, Nueva York, 1º y 20 de octubre, 25 de noviembre y 4 de diciembre de 1987 : Consejo Económico y Social, documentos oficiales, 1987 suplemento no. 1B",,420113,418854,421620,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/NL.1988/44-45,,1988-01-01 00:00:00,1987-01-01 00:00:00,,New Zealand : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421613,,,,,,,,,,,,,,,,y
E/NL.1997/17-19,,1997-01-01 00:00:00,1995-01-01 00:00:00||1988-01-01 00:00:00||1996-01-01 00:00:00,,Dominican Republic : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,República Dominicana : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421607,,418705,,,,,,,,,,,,,,y
E/NL.1991/54-55,,1991-01-01 00:00:00,1989-01-01 00:00:00||1988-01-01 00:00:00,,Bolivia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,Bolivia : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421606,,417981,,,,,,,,,,,,,,y
E/NL.1993/19,,1993-01-01 00:00:00,1990-01-01 00:00:00,,Mexico : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,México : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421601,,419652,,,,,,,,,,,,,,y
E/NL.1987/29,,1987-01-01 00:00:00,1986-01-01 00:00:00,,,Italie : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,421597,,,,,,,,,,,,,,,y
E/NL.1999/49,,1999-01-01 00:00:00,1988-01-01 00:00:00,,Jamaica : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421596,,,,,,,,,,,,,,,,y
E/INCB/1993/3,E/F/S.94.XI.4,1993-01-01 00:00:00,1992-01-01 00:00:00,,,,"Sustancias sicotrópicas : estadísticas para 1992, previsiones de las necesidades anuales para fines médicos y científicos de las sustancias de las listas II, III y IV, autorizaciones de importación exigidas para las sustancias de las listas III y IV",,,,421589,,,,ISBN 92-1-048058-9,,,,ISSN 0253-9403,,,,Organe international de contrôle des stupéfiants,,y
E/NL.1982/43,,1982-01-01 00:00:00,1982-01-01 00:00:00||1972-01-01 00:00:00,,Philippines : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421586,,,,,,,,,,,,,,,,y
E/CN.7/303/Rev.1||E/2768/Rev.1,,1955-01-01 00:00:00,1955-01-01 00:00:00,,,"Commission des stupéfiants, rapport de la dixième session, 18 avril - 12 mai 1955 : Conseil économique et social, documents officiels, vingtième session, supplément n° 8","Comisión de Estupefacientes, informe sobre el decimo periodo de sesiones, 18 de abril - 12 de Mayo de 1955 : Consejo Económico y Social, documentos oficiales, 20.° periodo de sesiones, suplemento no. 8",,,421584,421076,,,,,,,,,,,,,,y
A/55/305,,2000-01-01 00:00:00,2000-01-01 00:00:00,,,,Cartas idénticas de fecha 21 de agosto de 2000 dirigidas al presidente de la Asamblea General y al presidente del Consejo de Seguridad por el Secretario General,,,,421983,,,,,,,,,,,,,,y
E/NL.1983/26,,1983-01-01 00:00:00,1981-01-01 00:00:00,,Austria : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421981,,,,,,,,,,,,,,,,y
E/1982/82,,1982-01-01 00:00:00,1982-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, organizational session for 1982, New York, 2-5 February 1982,  first regular session of 1982, New York, 13 April-7 May 1982 : Economic and Social Council official records, 1982, supplement no. 1","Résolutions et décisions du Conseil économique et social, session d'organisation pour 1982, New York, 2-5 février 1982, première session ordinaire de 1982, New York, 13 avril-7 mai 1982 : Conseil économique et social, documents officiels, 1982 supplément n° 1","Resoluciones y decisiones del Consejo Económico y Social, periodo de sesiones de organización para 1982, Nueva York, 2 a 5 de febrero de 1982,  primer periodo ordinario de sesiones de 1982 Nueva York, 13 de abril a 7 de Mayo de 1982 : Consejo Económico y Social documentos oficiales, 1982, suplemento no. 1",,418163,417967,421979,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/INCB/1990/2/Supp.3,,1991-01-01 00:00:00,1989-01-01 00:00:00||1991-01-01 00:00:00,,,,"Suplemento n°. 03 a estupefacientes : previsiones de las necesidades mundiales para 1991, estadísticas para 1989, previsiones actualizadas al 31 de marzo de 1991",,,,421577,,,,,,,,ISSN 1013-8250,,,,Organe international de contrôle des stupéfiants,,y
E/NL.1982/14,,1982-01-01 00:00:00,1982-01-01 00:00:00,,Thailand : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421575,,,,,,,,,,,,,,,,y
E/INCB/1987/2/Supp.12,,1988-01-01 00:00:00,1988-01-01 00:00:00,,,Évaluations des besoins du monde en stupéfiants pour 1988 : supplément N°. 12,,,,421572,,,,,,,,ISSN 0082-8327,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
A/41/17,,1986-01-01 00:00:00,1986-01-01 00:00:00,,"Report of the United Nations Commission on international trade law on the work of its nineteenth session, 23 june-11 july 1986 : General Assembly, official records, forty-first session, supplement no. 17, A/41/17","Rapport de la Commission des Nations Unies pour le droit commercial international sur les travaux de sa dix-neuvième session, 23 juin-11 juillet 1986 : Assemblée générale, documents officiels, quarante et unième session, supplément n° 17, a/41/17","Informe de la Comisión de las Naciones Unidas para el derecho mercantil internacional sobre la labor realizada en su 19° período de sesiones, 23 de junio a 11 de julio de 1986 : Asamblea General, documentos oficiales, cuadragesimo primer periodo de sesiones, suplemento no. 17, A/41/17",,420145,419494,421564,,,,,,,,,,United Nations Commission on International Trade Law,,,,y
E/INCB/1986/2/Supp.1,,1987-01-01 00:00:00,1987-01-01 00:00:00,,Estimated world requirements of narcotic drugs in 1987 : supplement No. 01,,,,421561,,,,,,,,ISSN 0082-8327,,,,International Narcotics Control Board,,,,y
E/INCB/1994/2/Supp.4,,1995-01-01 00:00:00,1993-01-01 00:00:00||1995-01-01 00:00:00,,,"Supplément n° 4 à stupéfiants : évaluations des besoins du monde pour 1995, statistiques pour 1993, évaluations à jour au 30 avril 1995",,,,421560,,,,,,,,ISSN 1013-8250,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
A/AC.105/592/Add.2,,1995-01-01 00:00:00,1995-01-01 00:00:00,,,"Application des recommandations de la deuxième Conference des Nations Unies sur l'exploration et les utilisations pacifiques de l'espace extra-atmospherique : coopération internationale dans le domaine des utilisations pacifiques de l'espace, activités des états membres, note du secrétariat","Aplicación de las recomendaciones de la Segunda Conferencia de las Naciones Unidas sobre la Explotación y Utilización del Espacio Ultraterrestre con fines pacíficos : cooperación internacional para la utilización del espacio ultraterrestre con fines pacíficos, actividades de los estados miembros. Nota de la secretaría. Adición",,,421558,420952,,,,,,,,,,,,,,y
E/NL.1984/12-13,,1984-01-01 00:00:00,1983-01-01 00:00:00,,Pakistan : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421557,,,,,,,,,,,,,,,,y
E/INCB/1983/2/Supp.10,E/F/S.84.XI.2/Supp.10,1984-01-01 00:00:00,1984-01-01 00:00:00,,Estimated world requirements of narcotic drugs in 1984 : supplement no. 10,,,,421554,,,,,,,,,,,,International Narcotics Control Board,,,,y
A/35/20,,1980-01-01 00:00:00,1980-01-01 00:00:00,,"Report of the Committee on the Peaceful Uses of Outer Space : General Assembly, official records, thirty-fifth session, supplement no. 20, A/35/20","Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, trente-cinquième session, supplément n° 20, A/35/20","Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, trigesimo quinto periodo de sesiones, suplemento no. 20, A/35/20",,419789,419425,421548,,,,,,,,,,Committee on the Peaceful Uses of Outer Space,,,,y
E/1979/79/Add.1,,1979-01-01 00:00:00,,,"Resolutions and decisions of the Economic and Social Council: second regular session of 1979, Geneva, 4 july-3 August 1979, Economic and Social Council official records, 1979, supplement no. 1a","Résolutions et décisions du Conseil économique et social : seconde session ordinaire de 1979, Genève, 4 juillet-3 août 1979, Conseil économique et social, documents officiels, 1979 supplément n° 1A","Resoluciones y decisiones del Consejo Económico y Social : segundo período ordinario de sesiones de 1979 Ginebra, 4 de julio a 3 de agosto de 1979, Consejo Económico y Social,  documentos oficiales, 1979 suplemento no. 1A",,420300,421546,418464,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/NL.1982/20,,1982-01-01 00:00:00,1981-01-01 00:00:00,,Australia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421545,,,,,,,,,,,,,,,,y
E/4455||E/CN.7/512,,1968-01-01 00:00:00,1968-01-01 00:00:00,,"Commission on Narcotic Drugs, report o f the twety-second session, 8-26 January 1968 : Economic and Social Council, official records, forty-fourth session, supplement no. 2",,"Comisión de Estupefacientes, informe sobre el 22° período de sesiones, 8 a 26 de enero de 1968 : Consejo Económico y Social, documentos oficiales, 44.° periodo de sesiones, suplemento n.° 2",,421541,,419207,,,,,,,,,,United Nations. Commission on Narcotic Drugs,,,,y
E/INCB/51/Supp.8,E/F/S.81.XI.1/Supp.8,1981-01-01 00:00:00,1981-01-01 00:00:00,,Estimated world requirements of narcotic drugs in 1981 : supplement No. 08,,,,421534,,,,,,,,,,,,International Narcotics Control Board,,,,y
E/NL.1998/41,,1998-01-01 00:00:00,1995-01-01 00:00:00,,Spain : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,España : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,421532,,420840,,,,,,,,,,,,,,y
E/NL.1988/40-41,,1988-01-01 00:00:00,1981-01-01 00:00:00,,Turkey : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421530,,,,,,,,,,,,,,,,y
E/NL.1979/46,,1979-01-01 00:00:00,1979-01-01 00:00:00,,Philippines : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421529,,,,,,,,,,,,,,,,y
E/NL.1996/31-33,,1996-01-01 00:00:00,1995-01-01 00:00:00,,United Kingdom : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421528,,,,,,,,,,,,,,,,y
E/NL.1994/35-37,,1994-01-01 00:00:00,1992-01-01 00:00:00||1991-01-01 00:00:00,,Japan : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421527,,,,,,,,,,,,,,,,y
E/1981/24||E/CN.7/668,,1981-01-01 00:00:00,1981-01-01 00:00:00,,,"Commission des stupéfiants, rapport sur la vingt-neuvième session, 2-11 février 1981 : Conseil économique et social, documents officiels, 1981, supplément n° 4",,,,421524,,,,,,,,,,,,,,,y
E/NL.1979/49-54,,1979-01-01 00:00:00,1979-01-01 00:00:00,,Ireland : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421523,,,,,,,,,,,,,,,,y
E/NL.1984/9-11,,1984-01-01 00:00:00,1983-01-01 00:00:00,,"Hong Kong, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,421521,,,,,,,,,,,,,,,,y
E/INCB/62/Supp.2,E/F/S.83.XI.2/Supp.2,1983-01-01 00:00:00,1983-01-01 00:00:00,,,Évaluations des besoins du monde en stupéfiants pour 1983 : supplément N°. 02,,,,421520,,,,,,,,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
E/NL.1989/33,,1989-01-01 00:00:00,1988-01-01 00:00:00,,,"Territoire de la Polynésie Française, communiqués par le gouvernement de la France : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes",,,,421518,,,,,,,,,,,,,,,y
E/INCB/57/Supp.1,E/F/S.82.XI.2/Supp.l,1982-01-01 00:00:00,1982-01-01 00:00:00,,Estimated world requirements of narcotic drugs in 1982 : supplement No. 01,,Previsiones de las necesidades mundiales de estupefacientes para 1982 : suplemento n.° 1,,418159,,421517,,,,,,,,,,International Narcotics Control Board,,Organe international de contrôle des stupéfiants,,y
E/NL.1979/32,,1979-01-01 00:00:00,1978-01-01 00:00:00,,Australia : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421516,,,,,,,,,,,,,,,,y
E/NL.1976/3,,1976-01-01 00:00:00,1974-01-01 00:00:00||1960-01-01 00:00:00,,Chile : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421263,,,,,,,,,,,,,,,,y
E/INCB/1993/2/Supp.9,,1994-01-01 00:00:00,1994-01-01 00:00:00||1992-01-01 00:00:00,,,"Supplément n°. 09 à stupéfiants : évaluations des besoins du monde pour 1994, statistiques pour 1992, évaluations à jour au 30 septembre 1994",,,,421260,,,,,,,,ISSN 1013-8250,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
E/INCB/1990/3,E/F/S.90.XI.5,1990-01-01 00:00:00,1989-01-01 00:00:00,,"Psychotropic substances : statistics for 1989, assessments of medical and scientific requirements for substances in schedule II, requirement of import authorizations for substances in schedules III and IV",,,,421255,,,,,,,,,,,,International Narcotics Control Board,,,,y
A/AC.105/383,,1987-01-01 00:00:00,1987-01-01 00:00:00,,Report of the Scientific and Technical Sub-Committee on the work of its twenty-fourth session,Rapport du Sous-Comité scientifique et technique sur les travaux de sa vingt-quatrième session,Informe de la Subcomisión de asuntos cientificos y tecnicos sobre la labor realizada en su 24. periodo de sesiones,,420157,421254,420422,,,,,,,,,,Committee on the Peaceful Uses of Outer Space,,,,y
E/NL.1993/51,,1993-01-01 00:00:00,1993-01-01 00:00:00,,,Mauritanie : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,421253,,,,,,,,,,,,,,,y
E/INCB/1984/2/Supp.1,E/F/S.85.XI.5/Supp.1,1985-01-01 00:00:00,1985-01-01 00:00:00,,,Évaluations des besoins du monde en stupéfiants pour 1985 : supplément N°. 01,,,,421252,,,,,,,,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
E/INCB/62/Supp.1,E/F/S.83.XI.2/Supp.1,1983-01-01 00:00:00,1983-01-01 00:00:00,,Estimated world requirements of narcotic drugs in 1983 : supplement No. 01,,,,421248,,,,,,,,,,,,International Narcotics Control Board,,,,y
E/NL.1996/40,,1996-01-01 00:00:00,1995-01-01 00:00:00,,,Suisse : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,421245,,,,,,,,,,,,,,,y
E/NL.1989/1,,1989-01-01 00:00:00,1988-01-01 00:00:00,,,France : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,421244,,,,,,,,,,,,,,,y
E/INCB/1988/2/Supp.8,,1989-01-01 00:00:00,1989-01-01 00:00:00||1987-01-01 00:00:00,,,"Supplément n°. 08 à stupéfiants : évaluations des besoins du monde pour 1989, statistiques pour 1987, évaluations à jour au 31 août 1989",,,,421240,,,,,,,,ISSN 1013-3453,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
E/INCB/52,S.81.XI.2,1980-01-01 00:00:00,1980-01-01 00:00:00,,Report of the International Narcotics Control Board for 1980,Rapport de l'Organe international de contrôle des stupéfiants pour 1980,Informe de la Junta Internacional de Fiscalización de Estupefacientes correspondiente a 1980,,418767,418271,421239,,,,,,,,,,International Narcotics Control Board,,,,y
E/1982/82/Add.1,,1982-01-01 00:00:00,1982-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, second regular session of 1982, Geneva, 7-30 July 1982  :  Economic and Social Council,  official records, 1982, supplement no. 1A","Résolutions et décisions du Conseil économique et social, seconde session ordinaire de 1982, Genève, 7-30 juillet 1982 : Conseil économique et social, documents officiels, 1982, supplément n° 1A","Resoluciones y decisiones del Consejo Económico y Social, segundo período ordinario de sesiones de 1982, Ginebra, 7 a 30 de julio de 1982 : Consejo Económico y Social documentos oficiales, 1982, suplemento n.° 1A",,419634,420862,421238,,,,,,,,,,United Nations. Economic and Social Council,,,,y
A/48/305,,1993-01-01 00:00:00,1993-01-01 00:00:00,,"Prevention of an arms race in outer space : Study on the application of confidence-building measures in outer space, report by the Secretary-General, Forty-eighth session, Agenda item 70","Prevention d'une course aux armements dans l'espace : étude sur l'application de mesures de confiance à l'espace extra-atmosphérique, rapport du Secrétaire général","Prevencion de una carrera de armamentos en el espacio ultraterrestre : estudio sobre la aplicación de medidas de fomento de la confianza en el espacio ultraterrestre, informe del Secretario General",,417970,420104,421232,,,,,,,,,,,,,,y
E/1985/85/Add.1,,1985-01-01 00:00:00,1985-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, second regular session of 1985, Geneva, 3-26 July 1985 : Economic and Social Council, official records, 1985 supplement no. 1A","Résolutions et décisions du Conseil économique et social, seconde session ordinaire de 1985, Genève, 3-26 juillet 1985 : Conseil économique et social, documents officiels, 1985 supplément n° 1A","Resoluciones y decisiones del Consejo Económico y Social, segundo periodo ordinario de sesiones de 1985, Ginebra, 3 a 26 de julio de 1985 : Consejo Económico y Social, documentos oficiales, 1985 suplemento no. 1A",,421231,418528,420313,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/1981/81/Add.1,,1981-01-01 00:00:00,1981-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, second regular session of 1981, Geneva, 1-24 July 1981 : Economic and Social Council, official records, 1981, supplement no. 1A","Résolutions et décisions du Conseil économique et social, seconde session ordinaire de 1981, Genève, 1er-24 juillet 1981 : Conseil économique et social, documents officiels, 1981 supplément n° 1A","Resoluciones y decisiones del Consejo Económico y Social, segundo período ordinario de sesiones de 1981, Ginebra, 1 a 24 de julio de 1981 : Consejo Económico y Social, documentos oficiales, 1981, suplemento n.° 1A",,419498,421230,420715,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/NL.1978/7-10,,1978-01-01 00:00:00,1976-01-01 00:00:00||1977-01-01 00:00:00,,Brazil : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,421228,,,,,,,,,,,,,,,,y
